User_Id,Race,Flavors,Positive,Negative,Medical
923,"hybrid, indica, sativa","Sweet, Grape, Grapefruit, Blue, Diesel, Flowery, Mint, Fruit, Tar, Tobacco, Pungent, Butter, Earthy, Minty, Tea, Pear, Cheese, Orange, Citrus, Pineapple, Strawberry, Sage, Ammonia, Chestnut, Blue Cheese, Apricot, Coffee, Spicy/Herbal","Tingly, Relaxed, Happy, Creative, Energetic, Hungry","Dizzy, Anxious, Dry Eyes","Headaches, Muscle Spasms, Seizures, Fatigue, Inflammation, Depression, Cramps, Spasticity, Insomnia, Lack of Appetite, Headache"
924,"indica, sativa","Peach, Violet, Flowery, Tropical, Lime, Rose, Blue, Menthol, Apple, Butter, Apricot, Mint","Focused, Tingly, Giggly, Uplifted, Energetic, Relaxed, Hungry, Creative",Paranoid,"Lack of Appetite, Depression, Inflammation, Spasticity"
925,"hybrid, sativa","Plum, Blue, Lemon, Grapefruit, Butter, Chemical, Blueberry, Mango, Pepper, Tropical, Blue Cheese, Pine, Minty, Tree Fruit, Grape, Flowery","Talkative, Happy, Giggly, Sleepy, Euphoric, Focused",Dizzy,"Headache, Spasticity, Seizures, Nausea, Fatigue, Stress, Muscle Spasms, Eye Pressure, Cramps, Headaches"
926,"hybrid, sativa","Tree, Lavender, Lemon, Lime, Apple, Grape, Orange, Woody, Tea, Blueberry, Spicy/Herbal, Violet, Tree Fruit, Ammonia, Grapefruit, Mint, Earthy, Coffee, Pear, Honey, Nutty, Skunk, Strawberry","Relaxed, Uplifted, Focused, Talkative, Creative, Euphoric, Hungry","Dry Mouth, Paranoid, Anxious","Insomnia, Eye Pressure, Headaches, Headache, Nausea, Stress"
927,hybrid,"Blue Cheese, Honey, Sage, Tree, Nutty, Lavender, Butter, Pine, Grapefruit, Pear","Giggly, Focused, Tingly, Aroused, Euphoric, Energetic","Anxious, Dizzy, Dry Mouth","Headaches, Lack of Appetite"
928,"hybrid, sativa","Fruit, Tobacco, Ammonia, Coffee, Grape, Woody, Violet, Nutty, Apricot, Blue, Chestnut, Diesel, Tropical, Pungent, Grapefruit, Orange, Pepper, Flowery, Pineapple, Sage, Lavender, Tree, Cheese, Minty, Pine, Tar, Blue Cheese, Sweet, Chemical, Strawberry, Citrus","Talkative, Giggly, Happy, Creative, Sleepy, Relaxed, Hungry, Euphoric","Paranoid, Dry Eyes, Dizzy","Insomnia, Pain, Muscle Spasms, Eye Pressure, Seizures"
929,"hybrid, sativa","Coffee, Apple, Sweet, Honey, Menthol, Flowery, Nutty, Tropical, Citrus, Mango, Fruit, Tree Fruit, Pineapple, Berry, Apricot, Peach, Orange, Mint, Sage, Lime, Cheese, Chestnut","Uplifted, Creative, Happy, Aroused, Talkative, Relaxed, Tingly, Sleepy, Hungry","Paranoid, Dry Mouth, Anxious",Headache
930,"hybrid, sativa","Spicy/Herbal, Ammonia, Sweet, Chestnut, Tree Fruit, Plum, Lavender, Apricot, Menthol, Lemon, Fruit, Coffee, Earthy, Mango, Blue, Butter, Cheese","Uplifted, Focused, Hungry, Relaxed, Sleepy","Anxious, Dizzy, Dry Mouth, Paranoid","Nausea, Depression, Headaches"
931,"sativa, indica","Woody, Strawberry, Lavender, Grape, Minty, Berry, Apricot, Pepper, Orange","Happy, Energetic, Relaxed, Uplifted","Dry Eyes, Dizzy, Dry Mouth","Insomnia, Muscle Spasms, Lack of Appetite, Stress, Cramps, Headaches, Eye Pressure, Fatigue"
932,,"Sage, Strawberry, Rose, Apricot, Chestnut, Tree Fruit, Flowery, Sweet, Pine, Lemon, Tobacco, Vanilla, Berry, Blueberry, Ammonia, Honey, Mint, Pear, Tar, Pungent, Citrus, Pepper, Nutty, Tea, Skunk, Woody, Cheese, Minty, Lime, Plum, Apple, Orange, Chemical, Coffee",Giggly,"Dry Mouth, Dry Eyes, Dizzy","Cramps, Lack of Appetite, Eye Pressure"
933,sativa,"Honey, Grapefruit, Mango, Apricot, Flowery, Strawberry, Coffee, Rose, Tobacco, Pineapple, Sweet, Blue Cheese, Lavender, Sage, Pungent, Ammonia, Apple, Blueberry, Citrus, Pine, Nutty, Tree Fruit, Earthy, Fruit","Talkative, Tingly, Giggly, Hungry, Uplifted","Anxious, Dry Eyes, Dizzy, Dry Mouth","Inflammation, Stress, Eye Pressure, Spasticity, Lack of Appetite"
934,"sativa, indica","Tea, Fruit, Blue Cheese, Mango, Chestnut, Plum, Pine, Woody, Lavender, Minty, Tobacco, Tar, Tree Fruit, Tree, Earthy, Pineapple, Strawberry, Apple","Euphoric, Aroused, Relaxed, Happy, Giggly, Talkative, Uplifted","Anxious, Dry Mouth, Dizzy","Muscle Spasms, Inflammation, Spasticity, Lack of Appetite"
935,hybrid,"Coffee, Peach, Violet, Spicy/Herbal, Grapefruit, Lime, Earthy, Vanilla, Butter, Blue, Flowery, Minty, Tea, Plum, Sweet, Menthol, Mint, Pear, Pine, Ammonia, Woody, Strawberry, Blueberry, Orange, Berry, Chemical","Giggly, Uplifted, Energetic, Tingly, Talkative, Aroused, Happy, Creative, Euphoric",,"Stress, Cramps, Pain, Spasticity, Fatigue, Lack of Appetite, Muscle Spasms, Insomnia, Seizures"
936,,"Sweet, Earthy, Flowery, Nutty, Spicy/Herbal, Citrus, Sage, Butter, Ammonia, Violet, Apricot, Chestnut, Lemon, Tropical, Honey, Coffee, Fruit, Pepper, Blueberry, Woody, Tar, Rose, Grape, Lavender, Pear, Tree Fruit, Menthol, Pine","Sleepy, Creative, Uplifted, Focused",Paranoid,"Stress, Pain, Seizures, Insomnia, Eye Pressure, Spasticity, Headaches, Lack of Appetite, Muscle Spasms, Inflammation"
937,,"Sweet, Ammonia, Mango, Lemon, Orange, Minty, Chemical, Vanilla, Violet, Blue, Chestnut, Pungent, Rose, Flowery, Lime, Tea, Butter, Blue Cheese, Skunk, Spicy/Herbal, Fruit, Apple, Pine, Tropical, Woody, Plum, Sage, Grape, Honey, Tobacco, Tree, Citrus, Mint, Pineapple, Lavender","Energetic, Tingly, Talkative, Giggly, Euphoric, Relaxed, Happy, Sleepy, Creative, Uplifted","Anxious, Dizzy, Dry Eyes, Dry Mouth","Lack of Appetite, Headaches, Depression, Headache, Insomnia, Inflammation"
938,"hybrid, indica","Pungent, Flowery, Earthy, Chestnut, Woody, Blueberry, Grapefruit, Pineapple, Orange, Grape, Mint, Pear, Blue Cheese, Violet, Tea, Cheese, Berry, Tobacco, Fruit, Blue, Butter, Lime, Sweet, Honey, Ammonia, Minty, Nutty, Plum, Chemical, Skunk, Apple, Tree","Sleepy, Relaxed, Focused, Creative, Energetic, Happy",,"Stress, Fatigue, Insomnia, Nausea, Seizures"
939,"indica, hybrid","Mango, Fruit, Menthol, Citrus, Nutty, Tropical, Pungent, Violet, Tree, Cheese","Giggly, Energetic","Dry Eyes, Dry Mouth",Lack of Appetite
940,,"Lime, Violet, Tropical, Sweet, Sage, Berry, Chestnut, Coffee, Menthol, Spicy/Herbal, Rose, Earthy, Chemical, Mango, Mint, Pine, Skunk, Tree, Lavender, Minty, Grape, Tobacco, Plum, Blue Cheese, Orange, Blueberry, Butter, Pungent, Honey, Blue, Lemon, Tea, Tar","Hungry, Giggly, Happy, Tingly, Aroused, Euphoric, Creative, Energetic","Dry Eyes, Dry Mouth","Cramps, Muscle Spasms, Stress, Nausea, Eye Pressure, Headaches"
941,sativa,"Tree Fruit, Strawberry, Minty, Blue, Sweet, Pungent, Spicy/Herbal, Tea, Pineapple, Fruit, Lemon, Grape, Rose, Skunk, Pepper, Lavender, Diesel, Menthol, Mint, Blue Cheese, Peach, Apricot, Vanilla, Tropical, Tree, Chemical, Butter, Berry","Aroused, Creative, Focused, Euphoric","Dizzy, Dry Eyes, Dry Mouth, Paranoid","Nausea, Stress, Spasticity, Lack of Appetite, Fatigue"
942,"hybrid, sativa, indica","Plum, Berry, Tropical, Blue Cheese, Honey, Pineapple, Tar, Skunk, Grapefruit, Fruit, Minty, Cheese, Apple, Sage, Vanilla, Tree Fruit, Mango","Energetic, Tingly, Aroused","Dry Eyes, Anxious, Dizzy, Dry Mouth","Eye Pressure, Fatigue"
943,"indica, sativa, hybrid","Peach, Orange, Chestnut, Flowery, Butter, Menthol, Citrus, Pungent, Blue Cheese, Apple, Earthy, Lemon, Tree","Focused, Relaxed, Sleepy, Aroused, Creative, Uplifted, Talkative",,"Seizures, Nausea, Headaches, Insomnia, Stress, Pain, Muscle Spasms, Eye Pressure"
944,sativa,"Lime, Pineapple, Pear, Spicy/Herbal, Woody, Honey, Menthol, Skunk, Flowery, Apricot, Orange, Tree Fruit, Butter","Aroused, Sleepy, Giggly, Energetic, Happy, Tingly, Hungry, Uplifted",,"Insomnia, Seizures, Headache, Muscle Spasms, Lack of Appetite, Cramps"
945,"indica, hybrid","Chestnut, Fruit, Tar, Butter, Pine, Cheese, Tobacco, Pear, Lavender, Pineapple, Grape, Menthol, Grapefruit, Diesel, Lime, Tree Fruit, Earthy, Spicy/Herbal, Nutty, Pungent, Blue, Ammonia, Peach, Apple, Tropical, Lemon, Plum, Rose, Sage, Flowery, Berry","Hungry, Sleepy, Creative, Uplifted, Tingly, Relaxed, Talkative, Euphoric, Happy","Dry Mouth, Dry Eyes","Depression, Headaches, Fatigue, Muscle Spasms, Seizures, Spasticity, Pain, Lack of Appetite, Headache, Cramps"
946,"hybrid, indica","Chestnut, Fruit, Spicy/Herbal, Pine","Uplifted, Tingly, Aroused, Euphoric, Relaxed, Giggly, Focused, Talkative, Sleepy, Creative","Dizzy, Dry Mouth, Paranoid","Nausea, Headaches, Depression, Spasticity, Inflammation, Pain, Eye Pressure"
947,"sativa, indica","Lemon, Lavender, Pine, Strawberry, Mango, Butter, Cheese, Tobacco, Berry, Spicy/Herbal, Minty, Skunk, Earthy, Pear, Diesel, Tree, Woody, Plum, Coffee","Energetic, Tingly, Uplifted, Happy, Relaxed, Aroused, Hungry","Dry Eyes, Dry Mouth, Anxious","Depression, Fatigue, Headache, Headaches, Cramps, Eye Pressure"
948,"sativa, hybrid","Berry, Blue Cheese, Grapefruit, Tar, Lavender, Skunk, Lemon, Rose, Pepper, Vanilla, Apple, Citrus, Lime, Orange, Pungent, Plum, Coffee, Blueberry, Ammonia, Cheese, Tobacco, Sage, Fruit","Energetic, Uplifted, Happy, Focused, Euphoric, Aroused, Tingly, Sleepy, Talkative, Giggly","Dry Eyes, Dizzy, Paranoid, Dry Mouth","Headaches, Fatigue, Seizures, Insomnia, Inflammation, Depression, Stress, Muscle Spasms, Pain"
949,"hybrid, sativa","Grape, Mango, Earthy, Butter, Minty, Apple, Ammonia, Vanilla, Coffee, Tea, Lemon, Violet, Flowery, Pepper, Apricot, Berry, Sage, Spicy/Herbal, Peach, Lavender, Cheese, Pineapple, Nutty","Uplifted, Aroused, Talkative, Hungry, Tingly, Sleepy",Dry Eyes,Nausea
950,indica,"Grape, Apricot, Tea, Coffee, Earthy, Minty, Menthol, Pepper, Peach, Cheese, Woody, Violet, Tar, Diesel","Aroused, Happy, Hungry, Sleepy","Paranoid, Anxious, Dry Mouth","Cramps, Insomnia, Stress, Headache, Muscle Spasms, Headaches, Fatigue, Lack of Appetite"
951,hybrid,"Nutty, Rose, Plum, Blue Cheese, Tree, Peach, Tea, Sage, Violet, Vanilla, Earthy, Apple, Honey, Minty, Mango, Pepper, Ammonia, Spicy/Herbal, Orange, Grapefruit, Strawberry, Blueberry, Lime, Tree Fruit, Tobacco","Creative, Relaxed, Talkative, Focused, Energetic, Euphoric, Sleepy, Tingly","Dry Eyes, Paranoid, Anxious","Depression, Stress, Lack of Appetite, Cramps, Inflammation, Headaches, Seizures, Eye Pressure"
952,indica,"Pine, Tar, Coffee, Grapefruit, Sweet, Mint, Lavender, Pear, Ammonia, Skunk, Sage, Blueberry, Cheese, Citrus, Chestnut, Pungent, Fruit, Tobacco, Butter, Spicy/Herbal","Giggly, Energetic, Aroused","Dry Eyes, Dizzy","Insomnia, Spasticity, Headaches, Nausea, Muscle Spasms, Lack of Appetite"
953,,"Tree Fruit, Tree, Tropical, Blueberry, Flowery, Tea, Pine, Rose, Pungent, Sage, Tar, Mango, Skunk, Earthy, Cheese, Coffee, Woody, Peach, Pear, Vanilla, Grapefruit, Strawberry, Violet","Tingly, Focused, Happy","Dizzy, Dry Mouth","Muscle Spasms, Headaches, Headache, Nausea, Cramps"
954,"sativa, hybrid","Grapefruit, Peach, Skunk, Minty, Pineapple, Pear, Ammonia, Berry, Mango, Sage, Tar, Pine, Vanilla, Strawberry, Apple, Flowery, Butter, Lemon, Woody, Tobacco","Talkative, Focused","Anxious, Dizzy, Paranoid","Eye Pressure, Stress, Depression"
955,"indica, sativa, hybrid","Minty, Sage, Spicy/Herbal, Violet, Rose, Pine, Plum, Mint, Lime, Orange, Apple, Sweet, Butter, Pungent, Earthy, Nutty, Peach, Grape, Woody, Grapefruit, Flowery, Tea, Tobacco, Blue Cheese, Pear","Happy, Relaxed, Creative","Anxious, Dizzy","Nausea, Cramps, Inflammation, Lack of Appetite, Spasticity, Headaches, Muscle Spasms, Stress"
956,hybrid,"Sweet, Mango, Plum, Tar, Orange, Earthy, Tree Fruit, Pineapple, Tree, Rose, Lime","Creative, Relaxed, Energetic, Talkative, Euphoric, Hungry, Sleepy, Giggly","Dizzy, Dry Mouth, Anxious, Paranoid",
957,sativa,"Sweet, Orange, Pepper, Chemical, Coffee, Grapefruit, Skunk, Peach","Relaxed, Giggly, Euphoric, Sleepy",,"Stress, Eye Pressure"
958,"indica, hybrid","Butter, Woody, Mint, Pear, Peach, Tree Fruit, Orange, Pungent, Tropical, Coffee, Vanilla, Lavender, Grapefruit, Tree, Citrus, Spicy/Herbal, Plum, Nutty, Minty, Lime, Violet, Tar, Flowery, Chemical, Rose","Relaxed, Euphoric, Creative","Dry Mouth, Anxious, Dry Eyes, Paranoid","Spasticity, Cramps, Headache, Inflammation, Eye Pressure, Pain, Nausea, Stress, Muscle Spasms"
959,"hybrid, sativa","Apple, Orange, Blueberry, Mint, Pungent, Fruit, Sweet","Talkative, Sleepy, Focused, Aroused, Euphoric, Giggly, Uplifted, Hungry, Happy","Paranoid, Dizzy","Headaches, Inflammation, Nausea, Stress, Lack of Appetite, Muscle Spasms, Depression, Spasticity, Seizures"
960,hybrid,"Tobacco, Plum, Rose, Skunk, Butter, Lime, Spicy/Herbal, Honey, Peach, Ammonia, Vanilla, Nutty, Woody, Berry, Minty, Cheese, Pungent, Tropical, Tar","Focused, Aroused, Relaxed, Happy",,"Fatigue, Eye Pressure, Spasticity"
961,,"Apple, Blue Cheese, Tobacco, Pear, Peach, Fruit, Blue, Pine, Mint, Cheese, Grape, Citrus, Vanilla, Lime, Berry, Plum, Mango, Tea, Orange, Menthol, Chestnut, Pineapple, Lemon, Spicy/Herbal",,"Anxious, Dry Mouth, Dry Eyes, Dizzy","Eye Pressure, Muscle Spasms, Stress, Nausea, Headache, Headaches, Depression, Fatigue, Lack of Appetite, Pain"
962,"indica, sativa","Butter, Spicy/Herbal, Chestnut, Blueberry, Diesel, Pear, Peach, Tar","Aroused, Uplifted, Creative, Happy, Tingly, Sleepy, Energetic, Hungry",Dry Eyes,"Stress, Headaches, Pain, Inflammation, Headache, Eye Pressure, Cramps, Nausea, Insomnia, Spasticity"
963,indica,"Tar, Coffee, Diesel, Tobacco, Apricot, Grape, Mango, Honey, Sweet, Plum, Berry, Pineapple, Pungent, Flowery, Cheese, Strawberry, Blue, Grapefruit, Nutty, Tea, Pine, Blueberry","Focused, Tingly, Relaxed, Hungry, Aroused","Anxious, Dry Mouth, Dry Eyes","Headache, Nausea, Eye Pressure, Lack of Appetite"
964,,"Flowery, Pepper, Peach, Mango, Sweet, Earthy, Butter, Blue Cheese, Fruit, Lime, Rose, Minty, Citrus, Apple, Pungent, Woody, Honey, Sage, Blueberry, Pear, Lavender, Cheese, Grape, Mint, Plum, Ammonia, Skunk, Tobacco, Blue, Tea",,Dry Mouth,"Stress, Headache, Headaches"
965,"sativa, hybrid","Flowery, Sage, Earthy, Chemical, Lime, Nutty, Blue Cheese, Blueberry, Pepper, Spicy/Herbal, Blue, Skunk, Pineapple, Mint",,"Dry Eyes, Paranoid, Dizzy","Cramps, Eye Pressure, Depression, Spasticity, Insomnia, Inflammation"
966,"sativa, indica","Sweet, Minty, Tree Fruit, Grape, Lemon, Fruit, Chemical, Blue Cheese, Chestnut, Butter, Rose, Flowery, Pepper, Grapefruit","Euphoric, Hungry, Tingly, Giggly, Sleepy, Aroused, Uplifted, Happy","Anxious, Dry Mouth","Muscle Spasms, Depression, Headache, Inflammation, Insomnia, Eye Pressure"
967,indica,"Tea, Tropical, Orange, Blue Cheese, Mango, Spicy/Herbal, Pungent, Chestnut, Nutty, Apricot, Pine, Woody, Peach","Sleepy, Euphoric, Relaxed","Dry Mouth, Dizzy, Dry Eyes, Paranoid, Anxious","Depression, Inflammation, Spasticity, Stress"
968,"indica, hybrid, sativa","Lemon, Violet, Blueberry, Woody, Chestnut, Apricot, Pungent, Tar, Butter","Aroused, Uplifted, Happy, Focused, Relaxed, Sleepy, Euphoric, Hungry, Energetic","Dizzy, Anxious, Paranoid","Depression, Eye Pressure, Seizures"
969,indica,"Skunk, Tree, Violet, Grapefruit","Energetic, Creative, Focused, Uplifted, Tingly, Giggly, Aroused, Hungry, Sleepy","Dry Mouth, Paranoid","Lack of Appetite, Fatigue, Nausea, Insomnia, Headaches"
970,"sativa, indica, hybrid","Diesel, Coffee, Pineapple, Tropical, Tea, Blue, Chemical, Plum, Minty, Woody, Nutty, Tree, Butter, Honey, Grape, Flowery","Euphoric, Sleepy, Aroused, Hungry, Focused, Talkative, Tingly","Dizzy, Dry Eyes, Dry Mouth","Headaches, Stress, Muscle Spasms, Eye Pressure, Headache"
971,"sativa, hybrid, indica","Rose, Violet","Euphoric, Focused, Energetic, Uplifted, Aroused, Sleepy",,"Nausea, Pain, Seizures, Muscle Spasms, Insomnia, Eye Pressure, Lack of Appetite, Inflammation"
972,"hybrid, indica","Chemical, Apricot, Mango, Cheese, Plum, Diesel, Orange, Tree Fruit, Grape, Coffee, Berry, Sage, Blue, Tea, Pepper, Menthol, Pineapple, Apple, Sweet, Peach, Vanilla, Lime, Ammonia",,"Anxious, Dry Mouth","Muscle Spasms, Pain, Depression"
973,"indica, sativa","Citrus, Orange, Minty, Grapefruit, Mint, Cheese, Rose, Lemon, Chemical, Skunk, Berry, Woody, Tropical","Hungry, Energetic","Paranoid, Dry Eyes, Dry Mouth",
974,"hybrid, sativa","Tree, Diesel, Earthy, Nutty, Blue, Tar, Cheese, Berry","Talkative, Creative, Energetic, Tingly, Sleepy, Hungry","Anxious, Dry Mouth, Dizzy","Spasticity, Stress, Headaches, Insomnia, Pain, Inflammation, Eye Pressure, Cramps, Fatigue, Nausea"
975,sativa,"Orange, Violet, Grapefruit, Vanilla, Woody, Strawberry, Peach, Apricot, Mango, Flowery, Nutty, Butter, Tar, Menthol, Tree Fruit, Lavender, Sage, Blue Cheese, Cheese, Pineapple, Chestnut, Tobacco, Fruit","Aroused, Tingly, Energetic, Euphoric, Happy","Dry Eyes, Dizzy","Spasticity, Cramps, Stress, Fatigue, Depression, Lack of Appetite, Headaches, Muscle Spasms, Insomnia"
976,hybrid,"Grapefruit, Sweet, Tea, Mango, Fruit, Sage, Tar, Chestnut, Chemical, Pine, Plum, Mint, Nutty, Tree Fruit, Woody, Ammonia","Focused, Sleepy, Happy",Dizzy,
977,"hybrid, sativa","Butter, Tropical","Euphoric, Hungry, Happy","Paranoid, Dry Mouth, Dry Eyes, Anxious","Pain, Depression, Spasticity, Inflammation, Eye Pressure"
978,"indica, hybrid","Mango, Coffee, Skunk, Menthol, Tea, Strawberry, Tar, Peach, Pineapple, Lavender, Ammonia, Pepper, Grapefruit, Berry, Apple, Spicy/Herbal, Orange, Honey, Grape, Lemon, Rose, Citrus, Vanilla, Woody, Blueberry, Cheese, Tree Fruit, Fruit","Focused, Aroused, Uplifted","Dry Eyes, Anxious, Paranoid, Dry Mouth","Nausea, Headache, Headaches, Spasticity, Fatigue, Pain"
979,hybrid,"Butter, Pepper, Tobacco, Tree, Earthy, Lemon, Lavender, Nutty, Coffee, Rose, Plum, Apple, Violet, Chestnut",Focused,"Paranoid, Anxious","Fatigue, Headaches, Spasticity, Eye Pressure, Stress, Pain, Muscle Spasms, Headache"
980,"indica, hybrid","Pear, Orange, Fruit, Butter, Tropical, Apple, Honey, Menthol, Citrus, Pineapple, Pepper, Chemical, Woody, Grape, Berry, Tree, Nutty, Apricot, Mango, Pine, Rose, Strawberry, Skunk, Spicy/Herbal, Vanilla, Blueberry, Diesel, Tar, Earthy, Chestnut, Pungent, Tobacco","Talkative, Giggly, Hungry, Creative, Uplifted, Tingly",,"Spasticity, Cramps"
981,,"Sage, Strawberry, Tree, Blueberry, Citrus, Flowery, Lavender, Lime, Peach, Tea, Nutty","Relaxed, Giggly, Uplifted","Dry Mouth, Dizzy, Anxious, Paranoid","Inflammation, Insomnia, Fatigue, Pain, Cramps, Stress, Muscle Spasms, Depression, Eye Pressure, Headache"
982,"hybrid, indica","Berry, Pine, Coffee, Pungent, Violet, Mint, Honey, Lavender, Strawberry, Chestnut, Tobacco, Blue, Grape, Pepper, Apricot, Cheese, Menthol, Lime","Energetic, Giggly, Focused","Anxious, Paranoid, Dizzy","Headache, Seizures, Cramps, Eye Pressure, Pain, Inflammation, Stress, Headaches"
983,indica,"Chestnut, Tobacco, Sweet, Blueberry, Pear, Apricot, Strawberry, Berry, Menthol, Lavender, Pineapple, Orange, Blue, Ammonia, Honey, Cheese, Tropical, Mango, Diesel, Tree, Tea, Coffee, Pungent, Grapefruit, Rose, Tar, Citrus, Peach, Pepper","Tingly, Sleepy, Creative, Happy, Relaxed, Hungry","Dry Mouth, Anxious, Dry Eyes, Dizzy","Cramps, Lack of Appetite, Depression"
984,indica,"Blue Cheese, Skunk, Tree Fruit, Tree, Pineapple, Tea, Sweet, Cheese, Blueberry, Pungent, Citrus, Vanilla, Tobacco, Mango, Flowery, Grapefruit, Mint","Relaxed, Euphoric, Energetic, Focused, Creative, Talkative, Uplifted","Dizzy, Paranoid",
985,"sativa, hybrid, indica","Cheese, Earthy, Tobacco, Minty, Tree Fruit","Sleepy, Focused, Aroused, Euphoric, Giggly, Happy, Hungry","Anxious, Paranoid","Pain, Stress, Headaches, Muscle Spasms, Spasticity, Headache, Eye Pressure"
986,,"Apple, Skunk, Cheese, Minty, Mint, Tobacco, Fruit, Sage, Sweet, Vanilla, Tar, Pine, Mango, Lavender, Grape, Ammonia","Talkative, Focused, Giggly, Energetic, Happy, Sleepy, Creative, Hungry, Uplifted","Dizzy, Dry Mouth","Headache, Eye Pressure"
987,indica,"Citrus, Sweet, Flowery, Mint, Honey, Tobacco, Minty, Diesel, Spicy/Herbal, Pepper, Blue","Sleepy, Uplifted, Relaxed, Energetic, Aroused, Talkative, Giggly","Dizzy, Dry Eyes, Anxious, Dry Mouth","Stress, Headaches, Fatigue, Depression, Headache, Nausea, Pain, Cramps"
988,"indica, hybrid","Blueberry, Peach, Pungent, Apple, Butter, Pepper, Tobacco, Spicy/Herbal, Skunk","Giggly, Relaxed, Hungry, Sleepy, Talkative, Happy, Creative","Anxious, Dry Eyes","Spasticity, Nausea, Fatigue, Headache, Inflammation, Cramps"
989,sativa,"Nutty, Diesel, Earthy","Uplifted, Aroused, Sleepy, Tingly, Relaxed, Giggly, Talkative","Anxious, Dry Eyes, Dry Mouth, Dizzy","Spasticity, Muscle Spasms, Inflammation, Pain, Insomnia, Nausea, Lack of Appetite, Stress, Cramps, Depression"
990,hybrid,"Woody, Coffee, Pepper, Citrus, Pear, Lemon, Plum, Sage, Grapefruit, Vanilla, Tree Fruit, Tropical, Spicy/Herbal, Blueberry, Berry, Grape, Strawberry, Flowery, Tar, Pineapple, Blue Cheese, Diesel","Aroused, Euphoric, Hungry, Tingly, Uplifted",Dry Eyes,"Muscle Spasms, Pain, Lack of Appetite"
991,"indica, sativa","Mango, Tar, Pepper, Grape, Sage, Nutty, Ammonia, Honey, Skunk, Woody, Tree, Tobacco, Vanilla, Apple, Diesel, Coffee, Pineapple, Tree Fruit, Pear, Blueberry, Flowery, Lemon, Pungent, Citrus, Sweet, Minty, Chemical, Tea","Uplifted, Relaxed, Energetic, Giggly, Hungry",,"Fatigue, Inflammation, Nausea, Stress, Headaches, Cramps"
992,,"Strawberry, Cheese, Mint, Grape, Plum, Pineapple, Fruit, Apple, Earthy, Peach, Flowery, Pungent, Ammonia, Coffee, Lemon, Sweet, Vanilla, Skunk, Tea, Spicy/Herbal, Berry, Tree, Minty, Mango, Apricot, Diesel, Menthol, Pear, Tobacco","Happy, Sleepy, Focused, Hungry, Aroused, Creative, Tingly, Giggly","Anxious, Dry Eyes, Paranoid, Dizzy","Stress, Insomnia, Spasticity, Pain, Lack of Appetite"
993,"hybrid, indica","Diesel, Berry, Blue Cheese, Nutty, Chemical, Chestnut, Grape, Violet, Flowery, Apple, Pineapple, Cheese, Earthy, Pungent, Woody","Happy, Talkative, Sleepy, Hungry, Aroused, Giggly, Energetic","Anxious, Dry Mouth, Dry Eyes",Pain
